"","V1","V2","V3","V4"
"37197","gene:ENSOKIG00005050072","plac8l1.1","Gene","Expression"
"37198","gene:ENSOKIG00005050108","lars1b","Gene","Expression"
"37199","gene:ENSOKIG00005050189","rbm27.1","Gene","Expression"
"37200","gene:ENSOKIG00005050198","pou4f3","Gene","Expression"
"37201","gene:ENSOKIG00005050203","gene:ENSOKIG00005050203","Gene","Expression"
"37202","gene:ENSOKIG00005050222","rad50","Gene","Expression"
"37203","gene:ENSOKIG00005050262","drd1b.1","Gene","Expression"
"37204","gene:ENSOKIG00005050264","msx2b.1","Gene","Expression"
"37205","gene:ENSOKIG00005050265","gene:ENSOKIG00005050265","Gene","Expression"
"37206","gene:ENSOKIG00005050268","nsg2.1","Gene","Expression"
"37207","gene:ENSOKIG00005050275","CPEB4.1","Gene","Expression"
"37208","gene:ENSOKIG00005050285","bod1.1","Gene","Expression"
"37209","gene:ENSOKIG00005050291","stc2b.1","Gene","Expression"
"37210","gene:ENSOKIG00005050293","bnip1b.1","Gene","Expression"
"37211","gene:ENSOKIG00005001682","crebrf.1","Gene","Expression"
"37212","gene:ENSOKIG00005001695","pcyox1l","Gene","Expression"
"37213","gene:ENSOKIG00005001711","gene:ENSOKIG00005001711","Gene","Expression"
"37214","gene:ENSOKIG00005001795","TCERG1.1","Gene","Expression"
"37215","gene:ENSOKIG00005001865","gene:ENSOKIG00005001865","Gene","Expression"
"37216","gene:ENSOKIG00005001894","clint1b","Gene","Expression"
"37217","gene:ENSOKIG00005001939","EBF1.2","Gene","Expression"
"37218","gene:ENSOKIG00005002040","RNF145.1","Gene","Expression"
"37219","gene:ENSOKIG00005002126","UBLCP1.1","Gene","Expression"
"37220","gene:ENSOKIG00005002154","IL12B.1","Gene","Expression"
"37221","gene:ENSOKIG00005002179","ubtd2.1","Gene","Expression"
"37222","gene:ENSOKIG00005002209","adrb2b.1","Gene","Expression"
"37223","gene:ENSOKIG00005002317","ABLIM3.2","Gene","Expression"
"37224","gene:ENSOKIG00005002733","afap1l1b.1","Gene","Expression"
"37225","gene:ENSOKIG00005002782","gene:ENSOKIG00005002782","Gene","Expression"
"37226","gene:ENSOKIG00005002795","foxi3a.1","Gene","Expression"
"37227","gene:ENSOKIG00005002812","gene:ENSOKIG00005002812","Gene","Expression"
"37228","gene:ENSOKIG00005002814","gene:ENSOKIG00005002814","Gene","Expression"
"37229","gene:ENSOKIG00005002826","gene:ENSOKIG00005002826","Gene","Expression"
"37230","gene:ENSOKIG00005002877","gene:ENSOKIG00005002877","Gene","Expression"
"37231","gene:ENSOKIG00005002884","timd4.1","Gene","Expression"
"37232","gene:ENSOKIG00005002891","gene:ENSOKIG00005002891","Gene","Expression"
"37233","gene:ENSOKIG00005002899","gene:ENSOKIG00005002899","Gene","Expression"
"37234","gene:ENSOKIG00005002911","adra1ba.1","Gene","Expression"
"37235","gene:ENSOKIG00005002924","ttc1.1","Gene","Expression"
"37236","gene:ENSOKIG00005002931","PWWP2A.1","Gene","Expression"
"37237","gene:ENSOKIG00005002935","fabp6","Gene","Expression"
"37238","gene:ENSOKIG00005002948","ccnjl.1","Gene","Expression"
"37239","gene:ENSOKIG00005003006","slc23a1.1","Gene","Expression"
"37240","gene:ENSOKIG00005003186","pfdn1","Gene","Expression"
"37241","gene:ENSOKIG00005003192","gene:ENSOKIG00005003192","Gene","Expression"
"37242","gene:ENSOKIG00005003206","hnrnph1l.1","Gene","Expression"
"37243","gene:ENSOKIG00005003421","gene:ENSOKIG00005003421","Gene","Expression"
"37244","gene:ENSOKIG00005005623","gene:ENSOKIG00005005623","Gene","Expression"
"37245","gene:ENSOKIG00005005627","zgc:165573","Gene","Expression"
"37246","gene:ENSOKIG00005005795","TENM2.3","Gene","Expression"
"37247","gene:ENSOKIG00005007155","gene:ENSOKIG00005007155","Gene","Expression"
"37248","gene:ENSOKIG00005007180","gene:ENSOKIG00005007180","Gene","Expression"
"37249","gene:ENSOKIG00005007203","NIPAL4","Gene","Expression"
"37250","gene:ENSOKIG00005007238","gria1b","Gene","Expression"
"37251","gene:ENSOKIG00005007317","gene:ENSOKIG00005007317","Gene","Expression"
"37252","gene:ENSOKIG00005007327","HNRNPAB.3","Gene","Expression"
"37253","gene:ENSOKIG00005007347","ube2g1a.1","Gene","Expression"
"37254","gene:ENSOKIG00005007385","ankfy1.1","Gene","Expression"
"37255","gene:ENSOKIG00005007455","gene:ENSOKIG00005007455","Gene","Expression"
"37256","gene:ENSOKIG00005007501","zzef1","Gene","Expression"
"37257","gene:ENSOKIG00005008618","atp2a3.1","Gene","Expression"
"37258","gene:ENSOKIG00005008776","camkk1a.1","Gene","Expression"
"37259","gene:ENSOKIG00005008821","gene:ENSOKIG00005008821","Gene","Expression"
"37260","gene:ENSOKIG00005008825","gene:ENSOKIG00005008825","Gene","Expression"
"37261","gene:ENSOKIG00005008860","p2rx1.1","Gene","Expression"
"37262","gene:ENSOKIG00005008981","DHX33","Gene","Expression"
"37263","gene:ENSOKIG00005009024","c1qbp.1","Gene","Expression"
"37264","gene:ENSOKIG00005009043","gene:ENSOKIG00005009043","Gene","Expression"
"37265","gene:ENSOKIG00005009083","mlxipl","Gene","Expression"
"37266","gene:ENSOKIG00005009227","SRRM3","Gene","Expression"
"37267","gene:ENSOKIG00005009254","hspb1.1","Gene","Expression"
"37268","gene:ENSOKIG00005009271","gene:ENSOKIG00005009271","Gene","Expression"
"37269","gene:ENSOKIG00005009289","ywhag1.1","Gene","Expression"
"37270","gene:ENSOKIG00005009303","gene:ENSOKIG00005009303","Gene","Expression"
"37271","gene:ENSOKIG00005009330","gene:ENSOKIG00005009330","Gene","Expression"
"37272","gene:ENSOKIG00005009388","MIR142.3","Gene","Expression"
"37273","gene:ENSOKIG00005009393","gene:ENSOKIG00005009393","Gene","Expression"
"37274","gene:ENSOKIG00005009404","gene:ENSOKIG00005009404","Gene","Expression"
"37275","gene:ENSOKIG00005009430","gene:ENSOKIG00005009430","Gene","Expression"
"37276","gene:ENSOKIG00005009483","MTMR4.1","Gene","Expression"
"37277","gene:ENSOKIG00005009773","ca4a.1","Gene","Expression"
"37278","gene:ENSOKIG00005009847","gusb.1","Gene","Expression"
"37279","gene:ENSOKIG00005010236","vkorc1l1.1","Gene","Expression"
"37280","gene:ENSOKIG00005010255","GGNBP2","Gene","Expression"
"37281","gene:ENSOKIG00005010288","SAP30L.1","Gene","Expression"
"37282","gene:ENSOKIG00005010299","HAND1.1","Gene","Expression"
"37283","gene:ENSOKIG00005010315","COPS6.1","Gene","Expression"
"37284","gene:ENSOKIG00005010392","gene:ENSOKIG00005010392","Gene","Expression"
"37285","gene:ENSOKIG00005010403","NKX3-2","Gene","Expression"
"37286","gene:ENSOKIG00005010411","RAB28.1","Gene","Expression"
"37287","gene:ENSOKIG00005010432","slc30a9.1","Gene","Expression"
"37288","gene:ENSOKIG00005010443","grxcr1a.1","Gene","Expression"
"37289","gene:ENSOKIG00005010468","ATP8A1.1","Gene","Expression"
"37290","gene:ENSOKIG00005010635","shisa3.1","Gene","Expression"
"37291","gene:ENSOKIG00005010639","gene:ENSOKIG00005010639","Gene","Expression"
"37292","gene:ENSOKIG00005010657","gene:ENSOKIG00005010657","Gene","Expression"
"37293","gene:ENSOKIG00005010700","sfxn5b.1","Gene","Expression"
"37294","gene:ENSOKIG00005010883","gfra4b.1","Gene","Expression"
"37295","gene:ENSOKIG00005010893","pitpnbl","Gene","Expression"
"37296","gene:ENSOKIG00005010924","gene:ENSOKIG00005010924","Gene","Expression"
"37297","gene:ENSOKIG00005010980","sez6l2.1","Gene","Expression"
"37298","gene:ENSOKIG00005011221","kctd13","Gene","Expression"
"37299","gene:ENSOKIG00005011231","gene:ENSOKIG00005011231","Gene","Expression"
"37300","gene:ENSOKIG00005011236","hirip3","Gene","Expression"
"37301","gene:ENSOKIG00005011245","antkmt","Gene","Expression"
"37302","gene:ENSOKIG00005011283","xpo6","Gene","Expression"
"37303","gene:ENSOKIG00005012349","nme4.1","Gene","Expression"
"37304","gene:ENSOKIG00005012364","ccdc137","Gene","Expression"
"37305","gene:ENSOKIG00005012368","GPRC5C","Gene","Expression"
"37306","gene:ENSOKIG00005012374","gene:ENSOKIG00005012374","Gene","Expression"
"37307","gene:ENSOKIG00005012381","amdhd2","Gene","Expression"
"37308","gene:ENSOKIG00005012432","gene:ENSOKIG00005012432","Gene","Expression"
"37309","gene:ENSOKIG00005026218","gene:ENSOKIG00005026218","Gene","Expression"
"37310","gene:ENSOKIG00005026233","ATP6V0C.1","Gene","Expression"
"37311","gene:ENSOKIG00005026273","gene:ENSOKIG00005026273","Gene","Expression"
"37312","gene:ENSOKIG00005026283","spsb3a","Gene","Expression"
"37313","gene:ENSOKIG00005026293","mrps34","Gene","Expression"
"37314","gene:ENSOKIG00005026313","nme3","Gene","Expression"
"37315","gene:ENSOKIG00005026395","mapk8ip3.1","Gene","Expression"
"37316","gene:ENSOKIG00005026684","jpt2.1","Gene","Expression"
"37317","gene:ENSOKIG00005026710","cramp1.1","Gene","Expression"
"37318","gene:ENSOKIG00005026739","dhrs7b","Gene","Expression"
"37319","gene:ENSOKIG00005026756","tmem11.1","Gene","Expression"
"37320","gene:ENSOKIG00005026764","natd1","Gene","Expression"
"37321","gene:ENSOKIG00005026786","si:ch211-219a4.3","Gene","Expression"
"37322","gene:ENSOKIG00005026931","kcnj12b","Gene","Expression"
"37323","gene:ENSOKIG00005026943","gene:ENSOKIG00005026943","Gene","Expression"
"37324","gene:ENSOKIG00005026987","lin7b","Gene","Expression"
"37325","gene:ENSOKIG00005027084","gene:ENSOKIG00005027084","Gene","Expression"
"37326","gene:ENSOKIG00005027113","gene:ENSOKIG00005027113","Gene","Expression"
"37327","gene:ENSOKIG00005027124","gene:ENSOKIG00005027124","Gene","Expression"
"37328","gene:ENSOKIG00005027306","prmt1.1","Gene","Expression"
"37329","gene:ENSOKIG00005030654","ap2a1.1","Gene","Expression"
"37330","gene:ENSOKIG00005031078","si:ch211-195b15.8.1","Gene","Expression"
"37331","gene:ENSOKIG00005031098","rras.1","Gene","Expression"
"37332","gene:ENSOKIG00005031121","prrg2.1","Gene","Expression"
"37333","gene:ENSOKIG00005031150","gene:ENSOKIG00005031150","Gene","Expression"
"37334","gene:ENSOKIG00005031203","si:ch211-195b15.7","Gene","Expression"
"37335","gene:ENSOKIG00005031480","scaf1.1","Gene","Expression"
"37336","gene:ENSOKIG00005031512","trpm4a","Gene","Expression"
"37337","gene:ENSOKIG00005031621","gene:ENSOKIG00005031621","Gene","Expression"
"37338","gene:ENSOKIG00005031626","gene:ENSOKIG00005031626","Gene","Expression"
"37339","gene:ENSOKIG00005031634","rcn3","Gene","Expression"
"37340","gene:ENSOKIG00005031656","nosip","Gene","Expression"
"37341","gene:ENSOKIG00005031686","pax10","Gene","Expression"
"37342","gene:ENSOKIG00005031698","gene:ENSOKIG00005031698","Gene","Expression"
"37343","gene:ENSOKIG00005031703","si:ch73-248e21.1","Gene","Expression"
"37344","gene:ENSOKIG00005031719","tspan4b","Gene","Expression"
"37345","gene:ENSOKIG00005031752","mmp25a","Gene","Expression"
"37346","gene:ENSOKIG00005031760","gene:ENSOKIG00005031760","Gene","Expression"
"37347","gene:ENSOKIG00005031768","PPP4C.1","Gene","Expression"
"37348","gene:ENSOKIG00005031790","CLN3","Gene","Expression"
"37349","gene:ENSOKIG00005031810","gene:ENSOKIG00005031810","Gene","Expression"
"37350","gene:ENSOKIG00005031826","gene:ENSOKIG00005031826","Gene","Expression"
"37351","gene:ENSOKIG00005031852","CLN3.1","Gene","Expression"
"37352","gene:ENSOKIG00005031893","gene:ENSOKIG00005031893","Gene","Expression"
"37353","gene:ENSOKIG00005031898","gene:ENSOKIG00005031898","Gene","Expression"
"37354","gene:ENSOKIG00005031921","gene:ENSOKIG00005031921","Gene","Expression"
"37355","gene:ENSOKIG00005031930","ALDOA.3","Gene","Expression"
"37356","gene:ENSOKIG00005031964","gene:ENSOKIG00005031964","Gene","Expression"
"37357","gene:ENSOKIG00005031985","gene:ENSOKIG00005031985","Gene","Expression"
"37358","gene:ENSOKIG00005032076","gene:ENSOKIG00005032076","Gene","Expression"
"37359","gene:ENSOKIG00005032146","fus","Gene","Expression"
"37360","gene:ENSOKIG00005032173","gene:ENSOKIG00005032173","Gene","Expression"
"37361","gene:ENSOKIG00005032213","kat8","Gene","Expression"
"37362","gene:ENSOKIG00005032398","gene:ENSOKIG00005032398","Gene","Expression"
"37363","gene:ENSOKIG00005032429","rnf25","Gene","Expression"
"37364","gene:ENSOKIG00005032449","si:dkey-16l2.16.1","Gene","Expression"
"37365","gene:ENSOKIG00005032482","thoc6","Gene","Expression"
"37366","gene:ENSOKIG00005032566","srrm2","Gene","Expression"
"37367","gene:ENSOKIG00005032594","gene:ENSOKIG00005032594","Gene","Expression"
"37368","gene:ENSOKIG00005032607","ypel3.1","Gene","Expression"
"37369","gene:ENSOKIG00005032630","gdpd3a.1","Gene","Expression"
"37370","gene:ENSOKIG00005032714","mapk3.1","Gene","Expression"
"37371","gene:ENSOKIG00005033269","nudt9.1","Gene","Expression"
"37372","gene:ENSOKIG00005033285","gene:ENSOKIG00005033285","Gene","Expression"
"37373","gene:ENSOKIG00005033348","atp2a1","Gene","Expression"
"37374","gene:ENSOKIG00005033749","rabep2","Gene","Expression"
"37375","gene:ENSOKIG00005033759","gene:ENSOKIG00005033759","Gene","Expression"
"37376","gene:ENSOKIG00005033764","gene:ENSOKIG00005033764","Gene","Expression"
"37377","gene:ENSOKIG00005033775","sh2b1","Gene","Expression"
"37378","gene:ENSOKIG00005033790","atxn2l.1","Gene","Expression"
"37379","gene:ENSOKIG00005033859","spns1.1","Gene","Expression"
"37380","gene:ENSOKIG00005034335","gene:ENSOKIG00005034335","Gene","Expression"
"37381","gene:ENSOKIG00005034348","gene:ENSOKIG00005034348","Gene","Expression"
"37382","gene:ENSOKIG00005034356","sgf29.1","Gene","Expression"
"37383","gene:ENSOKIG00005034398","nupr1b.1","Gene","Expression"
"37384","gene:ENSOKIG00005034422","doc2a","Gene","Expression"
"37385","gene:ENSOKIG00005034523","gene:ENSOKIG00005034523","Gene","Expression"
"37386","gene:ENSOKIG00005034546","gene:ENSOKIG00005034546","Gene","Expression"
"37387","gene:ENSOKIG00005034595","mvp","Gene","Expression"
"37388","gene:ENSOKIG00005035120","tlcd3ba","Gene","Expression"
"37389","gene:ENSOKIG00005035156","nlk1.1","Gene","Expression"
"37390","gene:ENSOKIG00005035286","maza","Gene","Expression"
"37391","gene:ENSOKIG00005035440","cdipt","Gene","Expression"
"37392","gene:ENSOKIG00005035525","taok2a.1","Gene","Expression"
"37393","gene:ENSOKIG00005035694","gene:ENSOKIG00005035694","Gene","Expression"
"37394","gene:ENSOKIG00005035704","zgc:193811","Gene","Expression"
"37395","gene:ENSOKIG00005035718","gene:ENSOKIG00005035718","Gene","Expression"
"37396","gene:ENSOKIG00005035759","aldh16a1","Gene","Expression"
"37397","gene:ENSOKIG00005035970","gene:ENSOKIG00005035970","Gene","Expression"
"37398","gene:ENSOKIG00005036066","gene:ENSOKIG00005036066","Gene","Expression"
"37399","gene:ENSOKIG00005036166","syt5a","Gene","Expression"
"37400","gene:ENSOKIG00005036186","tnnt1","Gene","Expression"
"37401","gene:ENSOKIG00005036210","pih1d1","Gene","Expression"
"37402","gene:ENSOKIG00005036256","gene:ENSOKIG00005036256","Gene","Expression"
"37403","gene:ENSOKIG00005036283","cpt1cb","Gene","Expression"
"37404","gene:ENSOKIG00005036532","gene:ENSOKIG00005036532","Gene","Expression"
"37405","gene:ENSOKIG00005001704","si:dkey-16p21.7.1","Gene","Expression"
"37406","gene:ENSOKIG00005001733","gene:ENSOKIG00005001733","Gene","Expression"
"37407","gene:ENSOKIG00005001744","prl","Gene","Expression"
"37408","gene:ENSOKIG00005001753","gene:ENSOKIG00005001753","Gene","Expression"
"37409","gene:ENSOKIG00005001841","THRA.1","Gene","Expression"
"37410","gene:ENSOKIG00005002310","nsfa.1","Gene","Expression"
"37411","gene:ENSOKIG00005002417","CDK5R1.2","Gene","Expression"
"37412","gene:ENSOKIG00005002435","PSMD11.1","Gene","Expression"
"37413","gene:ENSOKIG00005002490","DLX3.1","Gene","Expression"
"37414","gene:ENSOKIG00005002496","dlx4a","Gene","Expression"
"37415","gene:ENSOKIG00005002529","soul5","Gene","Expression"
"37416","gene:ENSOKIG00005002608","nr5a5","Gene","Expression"
"37417","gene:ENSOKIG00005002620","camsap3","Gene","Expression"
"37418","gene:ENSOKIG00005002776","xab2","Gene","Expression"
"37419","gene:ENSOKIG00005003594","gene:ENSOKIG00005003594","Gene","Expression"
"37420","gene:ENSOKIG00005003600","gene:ENSOKIG00005003600","Gene","Expression"
"37421","gene:ENSOKIG00005003603","gene:ENSOKIG00005003603","Gene","Expression"
"37422","gene:ENSOKIG00005003822","stxbp2","Gene","Expression"
"37423","gene:ENSOKIG00005008401","pet100","Gene","Expression"
"37424","gene:ENSOKIG00005008414","brd4","Gene","Expression"
"37425","gene:ENSOKIG00005008451","gene:ENSOKIG00005008451","Gene","Expression"
"37426","gene:ENSOKIG00005008465","lpar2a","Gene","Expression"
"37427","gene:ENSOKIG00005008487","pbx4.1","Gene","Expression"
"37428","gene:ENSOKIG00005008539","dsn1","Gene","Expression"
"37429","gene:ENSOKIG00005008605","atp13a1.1","Gene","Expression"
"37430","gene:ENSOKIG00005009123","gene:ENSOKIG00005009123","Gene","Expression"
"37431","gene:ENSOKIG00005009146","lmx1al","Gene","Expression"
"37432","gene:ENSOKIG00005009169","gene:ENSOKIG00005009169","Gene","Expression"
"37433","gene:ENSOKIG00005009176","gmip.1","Gene","Expression"
"37434","gene:ENSOKIG00005009217","colgalt1.1","Gene","Expression"
"37435","gene:ENSOKIG00005009273","pgls","Gene","Expression"
"37436","gene:ENSOKIG00005009294","gene:ENSOKIG00005009294","Gene","Expression"
"37437","gene:ENSOKIG00005009302","gene:ENSOKIG00005009302","Gene","Expression"
"37438","gene:ENSOKIG00005009309","gene:ENSOKIG00005009309","Gene","Expression"
"37439","gene:ENSOKIG00005009317","SLC25A17","Gene","Expression"
"37440","gene:ENSOKIG00005009351","gene:ENSOKIG00005009351","Gene","Expression"
"37441","gene:ENSOKIG00005009372","gene:ENSOKIG00005009372","Gene","Expression"
"37442","gene:ENSOKIG00005009440","gene:ENSOKIG00005009440","Gene","Expression"
"37443","gene:ENSOKIG00005009463","gene:ENSOKIG00005009463","Gene","Expression"
"37444","gene:ENSOKIG00005009518","gene:ENSOKIG00005009518","Gene","Expression"
"37445","gene:ENSOKIG00005009536","gene:ENSOKIG00005009536","Gene","Expression"
"37446","gene:ENSOKIG00005009547","DNAL4.1","Gene","Expression"
"37447","gene:ENSOKIG00005009558","nptxra.1","Gene","Expression"
"37448","gene:ENSOKIG00005009561","baiap2l2a.1","Gene","Expression"
"37449","gene:ENSOKIG00005009569","pvalb6.1","Gene","Expression"
"37450","gene:ENSOKIG00005009576","gene:ENSOKIG00005009576","Gene","Expression"
"37451","gene:ENSOKIG00005009585","pdgfbb.1","Gene","Expression"
"37452","gene:ENSOKIG00005009597","zgc:123244.1","Gene","Expression"
"37453","gene:ENSOKIG00005009624","gene:ENSOKIG00005009624","Gene","Expression"
"37454","gene:ENSOKIG00005009708","adsl.1","Gene","Expression"
"37455","gene:ENSOKIG00005010768","atf4b.1","Gene","Expression"
"37456","gene:ENSOKIG00005010780","si:dkey-110g7.8","Gene","Expression"
"37457","gene:ENSOKIG00005010797","gene:ENSOKIG00005010797","Gene","Expression"
"37458","gene:ENSOKIG00005010811","gene:ENSOKIG00005010811","Gene","Expression"
"37459","gene:ENSOKIG00005010863","mief1.1","Gene","Expression"
"37460","gene:ENSOKIG00005010874","gene:ENSOKIG00005010874","Gene","Expression"
"37461","gene:ENSOKIG00005010879","gene:ENSOKIG00005010879","Gene","Expression"
"37462","gene:ENSOKIG00005010898","gene:ENSOKIG00005010898","Gene","Expression"
"37463","gene:ENSOKIG00005010905","TST.1","Gene","Expression"
"37464","gene:ENSOKIG00005010908","TST.2","Gene","Expression"
"37465","gene:ENSOKIG00005010915","gene:ENSOKIG00005010915","Gene","Expression"
"37466","gene:ENSOKIG00005010946","il2rb.1","Gene","Expression"
"37467","gene:ENSOKIG00005010959","gene:ENSOKIG00005010959","Gene","Expression"
"37468","gene:ENSOKIG00005010972","mgat3a","Gene","Expression"
"37469","gene:ENSOKIG00005010981","gene:ENSOKIG00005010981","Gene","Expression"
"37470","gene:ENSOKIG00005010989","syngr1a.1","Gene","Expression"
"37471","gene:ENSOKIG00005010995","fam171a2a","Gene","Expression"
"37472","gene:ENSOKIG00005011009","itga2b","Gene","Expression"
"37473","gene:ENSOKIG00005011041","gene:ENSOKIG00005011041","Gene","Expression"
"37474","gene:ENSOKIG00005011114","crhr1.1","Gene","Expression"
"37475","gene:ENSOKIG00005011890","cdc27.1","Gene","Expression"
"37476","gene:ENSOKIG00005011929","kansl1b.1","Gene","Expression"
"37477","gene:ENSOKIG00005011972","gene:ENSOKIG00005011972","Gene","Expression"
"37478","gene:ENSOKIG00005012029","myl4","Gene","Expression"
"37479","gene:ENSOKIG00005012123","SCN4A.1","Gene","Expression"
"37480","gene:ENSOKIG00005013505","U7.90","Gene","Expression"
"37481","gene:ENSOKIG00005013511","gh1","Gene","Expression"
"37482","gene:ENSOKIG00005013525","zgc:103564","Gene","Expression"
"37483","gene:ENSOKIG00005013542","gene:ENSOKIG00005013542","Gene","Expression"
"37484","gene:ENSOKIG00005013558","gene:ENSOKIG00005013558","Gene","Expression"
"37485","gene:ENSOKIG00005013576","gene:ENSOKIG00005013576","Gene","Expression"
"37486","gene:ENSOKIG00005013598","gene:ENSOKIG00005013598","Gene","Expression"
"37487","gene:ENSOKIG00005013613","gene:ENSOKIG00005013613","Gene","Expression"
"37488","gene:ENSOKIG00005013629","gene:ENSOKIG00005013629","Gene","Expression"
"37489","gene:ENSOKIG00005013637","gene:ENSOKIG00005013637","Gene","Expression"
"37490","gene:ENSOKIG00005013654","gene:ENSOKIG00005013654","Gene","Expression"
"37491","gene:ENSOKIG00005013705","gene:ENSOKIG00005013705","Gene","Expression"
"37492","gene:ENSOKIG00005013719","gene:ENSOKIG00005013719","Gene","Expression"
"37493","gene:ENSOKIG00005013736","gene:ENSOKIG00005013736","Gene","Expression"
"37494","gene:ENSOKIG00005013756","gene:ENSOKIG00005013756","Gene","Expression"
"37495","gene:ENSOKIG00005013771","gene:ENSOKIG00005013771","Gene","Expression"
"37496","gene:ENSOKIG00005013790","gene:ENSOKIG00005013790","Gene","Expression"
"37497","gene:ENSOKIG00005013831","gene:ENSOKIG00005013831","Gene","Expression"
"37498","gene:ENSOKIG00005013834","gene:ENSOKIG00005013834","Gene","Expression"
"37499","gene:ENSOKIG00005013849","gene:ENSOKIG00005013849","Gene","Expression"
"37500","gene:ENSOKIG00005013870","gene:ENSOKIG00005013870","Gene","Expression"
"37501","gene:ENSOKIG00005013884","gene:ENSOKIG00005013884","Gene","Expression"
"37502","gene:ENSOKIG00005013905","GBGT1.1","Gene","Expression"
"37503","gene:ENSOKIG00005001715","itga3a","Gene","Expression"
"37504","gene:ENSOKIG00005001757","ccdc103","Gene","Expression"
"37505","gene:ENSOKIG00005001760","FAM187A","Gene","Expression"
"37506","gene:ENSOKIG00005001762","abi3a.1","Gene","Expression"
"37507","gene:ENSOKIG00005001791","mpp2a.1","Gene","Expression"
"37508","gene:ENSOKIG00005001834","pyya.1","Gene","Expression"
"37509","gene:ENSOKIG00005001847","gene:ENSOKIG00005001847","Gene","Expression"
"37510","gene:ENSOKIG00005001924","rarab.1","Gene","Expression"
"37511","gene:ENSOKIG00005002125","gene:ENSOKIG00005002125","Gene","Expression"
"37512","gene:ENSOKIG00005002162","gene:ENSOKIG00005002162","Gene","Expression"
"37513","gene:ENSOKIG00005002177","gene:ENSOKIG00005002177","Gene","Expression"
"37514","gene:ENSOKIG00005002185","gene:ENSOKIG00005002185","Gene","Expression"
"37515","gene:ENSOKIG00005002224","PSMD3","Gene","Expression"
"37516","gene:ENSOKIG00005002298","gene:ENSOKIG00005002298","Gene","Expression"
"37517","gene:ENSOKIG00005002309","gene:ENSOKIG00005002309","Gene","Expression"
"37518","gene:ENSOKIG00005002344","ppp1r9ba.1","Gene","Expression"
"37519","gene:ENSOKIG00005002517","col1a1a.1","Gene","Expression"
"37520","gene:ENSOKIG00005002573","gene:ENSOKIG00005002573","Gene","Expression"
"37521","gene:ENSOKIG00005002598","gene:ENSOKIG00005002598","Gene","Expression"
"37522","gene:ENSOKIG00005002702","pdk2b","Gene","Expression"
"37523","gene:ENSOKIG00005002828","gene:ENSOKIG00005002828","Gene","Expression"
"37524","gene:ENSOKIG00005002918","prr15la.1","Gene","Expression"
"37525","gene:ENSOKIG00005002937","copz2.1","Gene","Expression"
"37526","gene:ENSOKIG00005002965","MIR152.1","Gene","Expression"
"37527","gene:ENSOKIG00005002972","nfe2l1a.1","Gene","Expression"
"37528","gene:ENSOKIG00005002979","gene:ENSOKIG00005002979","Gene","Expression"
"37529","gene:ENSOKIG00005002994","cbx1a.1","Gene","Expression"
"37530","gene:ENSOKIG00005003017","hoxb1a.1","Gene","Expression"
"37531","gene:ENSOKIG00005003020","hoxb2a.1","Gene","Expression"
"37532","gene:ENSOKIG00005003027","HOXB3","Gene","Expression"
"37533","gene:ENSOKIG00005003033","hoxb4a.1","Gene","Expression"
"37534","gene:ENSOKIG00005003039","hoxb5a.1","Gene","Expression"
"37535","gene:ENSOKIG00005003049","hoxb7a.1","Gene","Expression"
"37536","gene:ENSOKIG00005003059","hoxb8a.1","Gene","Expression"
"37537","gene:ENSOKIG00005003066","hoxb9a.1","Gene","Expression"
"37538","gene:ENSOKIG00005003068","gene:ENSOKIG00005003068","Gene","Expression"
"37539","gene:ENSOKIG00005003074","gene:ENSOKIG00005003074","Gene","Expression"
"37540","gene:ENSOKIG00005003079","hoxb13a.1","Gene","Expression"
"37541","gene:ENSOKIG00005003088","gene:ENSOKIG00005003088","Gene","Expression"
"37542","gene:ENSOKIG00005003093","eve1.1","Gene","Expression"
"37543","gene:ENSOKIG00005003096","gene:ENSOKIG00005003096","Gene","Expression"
"37544","gene:ENSOKIG00005003106","atp5mc1.1","Gene","Expression"
"37545","gene:ENSOKIG00005003129","ube2z.1","Gene","Expression"
"37546","gene:ENSOKIG00005003295","igf2bp1.1","Gene","Expression"
"37547","gene:ENSOKIG00005005377","si:dkey-225f5.4.1","Gene","Expression"
"37548","gene:ENSOKIG00005005390","nr1d1.1","Gene","Expression"
"37549","gene:ENSOKIG00005005399","msl1a.1","Gene","Expression"
"37550","gene:ENSOKIG00005005416","casc3.1","Gene","Expression"
"37551","gene:ENSOKIG00005005422","gene:ENSOKIG00005005422","Gene","Expression"
"37552","gene:ENSOKIG00005005424","rapgefl1.1","Gene","Expression"
"37553","gene:ENSOKIG00005005437","wipf2b.1","Gene","Expression"
"37554","gene:ENSOKIG00005005489","jupb","Gene","Expression"
"37555","gene:ENSOKIG00005006678","eif1.1","Gene","Expression"
"37556","gene:ENSOKIG00005006726","gene:ENSOKIG00005006726","Gene","Expression"
"37557","gene:ENSOKIG00005006748","krtt1c19e","Gene","Expression"
"37558","gene:ENSOKIG00005006826","gene:ENSOKIG00005006826","Gene","Expression"
"37559","gene:ENSOKIG00005006841","gene:ENSOKIG00005006841","Gene","Expression"
"37560","gene:ENSOKIG00005006854","gene:ENSOKIG00005006854","Gene","Expression"
"37561","gene:ENSOKIG00005006859","gene:ENSOKIG00005006859","Gene","Expression"
"37562","gene:ENSOKIG00005006872","si:dkeyp-113d7.1.1","Gene","Expression"
"37563","gene:ENSOKIG00005006876","gene:ENSOKIG00005006876","Gene","Expression"
